,Unnamed: 0,Carbohydrates,Energy,Energy (kCal),Fat,Fiber,Protein,Salt,Saturated fat,Sugars,barcode,name,origins,quantity,unit,Calcium,Omega-3 fatty acids,Polyunsaturated fatty acids,Sodium,Monounsaturated fatty acids,Vitamin A,Vitamin E (Tocopherol),Vitamin C (Ascorbic acid),Magnesium,Iron,Selenium,Vitamin B1 (Thiamin),Vitamin B2 (Riboflavin),Vitamin B3 (Niacin),Vitamin B6 (Pyridoxin),Vitamin D (Cholacalciferol),Vitamin K,Zinco,Polyols,Fructose,Glucose,Lactose,Saccharose,Folic acid,Biotin,Phosphorus,Vitamin B12 (Cobalamin),Vitamin B5 (Panthothenic acid),Cholesterol,Iodine,Provitamin A (β-carotene),Omega-6 fatty acids
103,103,17.1,453.0,107.0,3.0,,3.0,0.13,2.0,14.4,3033490906290,DANONE Danette Saveur Vanille,,125.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,104,72.2,1521.0,359.0,2.0,3.0,11.5,0.01,0.5,3.5,8076809570626,Barilla BIO PENNE RIGATE,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,105,,,,,,,,,,7611373000455,Fasanen Terrine mit Armagnac,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,106,4.1,429.0,102.0,4.2,0.1,11.9,1.3,2.5,4.1,7610100505065,Hirz Nature Hüttenkäse,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,107,5.5,196.0,46.0,0.1,1.1,4.8,0.15,0.1,4.1,7610100727030,Nestlé HIRZ Café,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,108,58.0,1610.0,385.0,8.0,11.0,14.0,0.02,1.0,1.0,7610800996866,Vollkorn Haferflöckli,Germany,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,109,22.0,870.0,210.0,12.0,,2.0,,,,7616700188318,Migros Mousseline mangue,,110.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,110,26.6,1143.0,274.0,17.0,0.3,3.4,0.12,9.0,23.9,7613035009820,"Movenpick, mapple walnut - Ahornsirup Rahmeis mit Ahornsirupsauce (4%), weisse Schokolade aus der Rahm (29%) und karamellisieren Walnussstückchen",,270.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,111,52.0,2295.0,550.0,34.0,,7.6,0.19,16.0,50.0,5410976321019,,,125.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,112,45.0,2480.0,597.0,42.0,1.5,9.0,0.22,22.0,43.0,7616500020139,Frey Giandor Blanc,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,113,,,,,,,,,,8001929733460,Blu Blusecco Rosé,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,114,87.6,1665.0,393.0,3.1,,0.01,2.1,3.1,85.5,5010478602571,Swizzels love hearts,,128.0,g,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,115,63.0,2070.0,495.0,22.0,4.0,9.0,0.4,9.0,29.0,7610848133506,Coop naturaplan Biscuit Mischung,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,116,40.0,769.0,181.0,0.6,1.1,1.8,2.9,0.1,38.0,7622210080387,Bull's-Eye Steakhouse BBQ Sauce Pikante Paprika eund Tomatenmark,,235.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117,60.5,707.0,170.0,2.0,,0.4,0.0,1.7,0.0,7622210106124,TRIDENT : Senses : Berry Party,,27.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,118,25.0,1240.0,297.0,18.0,2.0,8.0,1.4,8.0,2.0,7613331014313,coop Qualité & Prix Schinkengipfeli,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,119,16.0,298.0,70.0,0.2,1.3,0.5,0.01,,14.6,7613035032422,"Nestle NaturNes Banane, Apfel",,90.0,g,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,
120,120,50.0,2273.0,545.0,34.6,,8.3,,,,76101243,Cailler La Branche Originale,,46.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,121,69.5,720.0,173.0,0.2,,0.1,0.0,0.0,0.3,7622210610225,Stimorol cinnamon flavour 7 packs in 1,Poland,98.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,122,,,,,,,,,,7610849275083,,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,123,,,,,,,,,,5411681014005,Duvel BELGIAN GOLDEN ALE,,330.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,124,15.0,430.0,101.0,3.0,0.5,3.5,0.1,1.8,14.0,7613269476368,,,125.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,125,,,,,,,,,,7617014156239,Delizio Espresso Caramello,,72.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,126,67.0,2005.0,478.0,19.0,,8.2,0.44,15.0,26.0,7614800120009,Kambly BRETZELI,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,127,4.5,122.0,29.0,0.5,1.5,0.9,2.2,,2.5,7613269303176,CONDY Silberzwiebeln,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.0,1.0,0.2,0.0,,0.0,0.02,0.0,0.0,5449000195906,,,1000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,129,37.0,1010.0,240.0,8.0,1.0,4.5,0.6,4.0,19.0,7616700150513,MIGROS Blätterteiggebäck mit Crème und Biscuit,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,130,,,,,,,,,,7610848300632,,,1000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,131,95.0,1620.0,388.0,0.0,0.0,0.0,,0.0,95.0,7610818568963,Coop Prix Garantie Ice Tea Classic,,1500.0,g,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,132,,,,,,,,,,613008730734,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,133,13.0,310.0,73.0,1.0,,2.5,0.08,0.6,13.0,7610900017904,Emmi Drink pur Framboise 100% pur - ohne Zusatzstoffe,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,134,68.0,1520.0,364.0,2.0,4.0,15.0,0.1,0.6,3.0,7610801001064,Coop JAMADU Suppenbuchstaben,,500.0,g,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,135,12.0,214.0,51.0,0.1,0.2,0.3,0.0,0.0,12.0,3608580002628,Ananas pressés,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,136,,,,,,,,,,7617027005449,Aquella Mit wenig Kohlensäure Naturliches Mineralwasser aus den Walliser Alpen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,137,,,,,,,,,,5038862230865,,,250.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,138,,,,,,,,,,40345192,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,139,,,,,,,,,,8000795012327,,,1500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,140,15.0,670.0,160.0,8.0,,7.0,,,,7610695002925,Roberto Lasagne Pâtes Fraîches mit Spinat & Ricotta,,,g,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,141,98.0,1666.0,392.0,0.0,0.0,0.0,0.0,,91.0,7610597012121,JOLLY DESSERT SILBERPERLEN,,30.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,142,0.5,410.0,98.0,10.0,0.0,1.0,,,,7610848360568,Coop Grüne Oliven,,205.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,143,85.0,1600.0,376.0,0.0,6.0,6.0,0.13,0.0,7.0,7610121000020,,,550.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,144,11.0,280.0,68.0,2.5,0.5,0.5,0.0,0.5,2.0,7613269588375,Migros Bio Reisdrink ohne Milch,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,145,11.0,360.0,84.0,0.2,,9.0,0.1,0.1,11.0,5690527901000,Icelandic Skyr Erdbeere,,170.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,146,72.0,1521.0,350.0,1.5,,13.0,0.01,0.5,2.5,8001200024102,Agnesi Le Cravattine N.60 Fine Quality Pasta,Italy,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,147,8.0,141.0,33.0,0.5,0.6,0.5,0.01,0.1,7.5,42279006,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,148,50.0,1516.0,362.0,16.0,,4.3,0.73,7.2,31.0,7610089004993,Dr.Oetker : Zitronen Cake,,485.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,149,34.3,666.0,157.0,0.5,0.8,3.3,0.0,0.0,0.2,5410673854001,Uncle Ben's Kochbeutel Langkornreis,,1000.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,150,,,,,,,,,,7613269325352,actilife Best Age 50+,,13.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,151,,,,,,,,,,7613312070970,Namaste India RAITA DIP Joghurt-Kaltsauce mit Gewürzen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,152,21.0,450.0,106.0,0.5,2.0,4.5,0.5,0.0,21.0,8002510300207,Doppio Longobardi Tomatenmark Zweifach Konzentriert,,440.0,g,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,153,10.0,188.0,44.0,0.1,1.3,0.2,0.0,,10.0,3608580007845,Birnensaft,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,154,61.0,2102.0,503.0,24.8,,7.0,0.66,11.1,44.6,5000159474856,Balisto yoberry goût fruits des bois,,148.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,155,17.0,457.0,108.0,3.0,0.7,3.0,2.0,0.0,4.0,7613312015162,Condy Knoblauch,,225.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,156,21.0,595.0,142.0,4.5,,3.5,,,,7613269305248,Anna's BEST Birchermüesli Classic,,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,157,1.0,648.0,155.0,11.0,,13.0,,,,7610871119508,10 Schweizer Wachtel-Eier aus Bodenhaltung,Switzerland,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,158,53.9,2413.0,579.0,36.2,,8.8,0.31,24.1,53.6,4008400510125,Kinder Überraschung,,75.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,159,60.0,1040.0,245.0,0.0,1.5,0.5,0.03,,57.0,7616800101361,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,160,22.0,613.0,146.0,5.0,2.5,2.0,0.0,2.5,0.5,7616800818320,Pommes frites - Für Backofen und Fritteuse geeignet,,3000.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,161,0.0,3370.0,819.0,91.0,0.0,0.0,0.0,65.0,0.0,7610200323712,Migros Bio Griechisches Olivenöl,,,ml,,,5.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
162,162,,,,,,,,,,0070177095949,Twinings Golden Caramel Rooibos,,37.5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,163,19.0,2413.0,584.0,46.0,,12.5,0.02,,11.0,3046920022606,Lindt Excellence 85% Cacao Noir Puissant,,100.0,g,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,164,71.0,1422.0,335.0,23.0,,46.0,1.0,0.6,43.0,3033610030119,Labeyrie Pain Spécial Foie Gras D'épices Finement Poivré,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,165,4.0,110.0,26.0,0.0,1.5,1.5,0.1,,4.0,7610809036303,COOP NATURAPLAN Passata di Pomodoro,,700.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,166,,,,,,,,,,6001108018014,,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,167,74.0,1540.0,,,3.0,12.0,,0.5,2.5,7610829207165,coop Hartweizen-Teigwaren mit Zitronen,,250.0,g,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,168,16.0,440.0,103.0,2.8,0.5,3.5,0.1,1.7,15.0,7616600708944,Migros aha Joghurt Mokka,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,169,40.0,709.0,167.0,0.0,1.5,2.0,2.4,,38.0,7617027768535,Migi's Barbecue Marinade,,290.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,170,58.0,1039.0,245.0,0.5,1.7,0.9,0.01,0.1,51.0,3045320002942,Bonne Maman Kastanien mit Vanille,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,171,7.6,846.0,205.0,18.6,,1.9,,,,3253330812011,Bruschetta mascarpone tomates artichauts,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,172,51.0,1788.0,428.0,22.0,,5.6,0.45,3.1,26.0,3660140823951,Brossard Savane Schokoladenmarmorkuchen,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,173,0.01,3690.0,898.0,99.8,0.0,0.1,0.0,59.9,0.1,7617300720809,MIGROS BRATBUTTER,,450.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,174,69.0,1900.0,453.0,18.0,0.7,3.5,0.25,12.0,62.0,7616500638075,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,175,0.5,3010.0,731.0,80.6,0.5,1.0,0.8,9.0,0.5,7616600380300,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,176,2.0,990.0,227.0,18.0,,17.0,,,,7610846839202,Coop Qualité & Prix Mozzarella Stange,,300.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,177,50.0,2236.0,536.0,32.0,4.0,10.0,0.15,11.0,41.0,7617400034974,Créa d'Or MANDELPLÄTZLI,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,178,6.2,265.0,63.0,2.7,1.5,2.8,0.08,0.4,1.8,4104420146846,Alnatura Gemüsereis mit Huhn,,,g,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,179,,,,,,,,,,3176584221005,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,180,50.1,1860.0,444.0,19.7,4.3,14.3,4.4,,11.0,7610100017810,Maggi Quick Lunch Kartoffelstock mit Fleischkügeli,,51.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,181,7.7,132.0,31.0,0.1,,0.1,,,,7640114940187,Coice Cannabis Ice Tea,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,182,,,,,,,,,,5000357105262,Fisherman's Friend Cherry,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,183,,,,,,,,,,8410415580776,Pata Negra Oro Tempranillo 2013,,750.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,184,23.0,613.0,146.0,3.5,3.0,4.0,0.15,2.5,21.0,7613312029077,Frozen Yo Nature,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,185,11.0,226.0,53.0,0.5,0.8,0.8,1.5,,10.0,7617027853101,CONDY Süss-sauer Gurkenscheiben mit Dill,,350.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,186,58.0,1010.0,238.0,0.0,,1.0,0.0,,57.0,7640109230316,Ottiger Orangenmarmelade,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,187,10.0,170.0,41.0,0.0,0.0,0.0,0.0,,10.0,7610097144186,Migros Passaia mit Saft der Passionfrucht,,1500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,188,62.0,1610.0,385.0,11.0,2.0,8.0,4.3,7.0,6.0,7610827702839,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,189,82.0,1176.0,283.0,8.0,0.0,3.5,0.03,5.0,0.0,7613269347477,Smams Sugarfree Mint,,,g,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,
190,190,8.2,291.0,70.0,2.9,,2.2,0.28,0.5,1.3,4062300264977,Hipp Spaghetti bolognese,,,g,,0.15,0.7,0.11,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,191,12.0,230.0,55.0,0.5,,0.5,1.5,0.0,11.0,7613269429838,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,192,53.0,2430.0,583.0,39.0,0.8,4.5,0.16,26.0,53.0,7616500657908,Frey Freylini Sparkling Mandarin,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,193,12.0,2370.0,572.0,46.0,7.0,24.0,1.9,6.0,3.0,7610095219909,ZWEIFEL PISTAZIEN Paprika,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,194,1.0,961.0,231.0,17.0,,18.5,0.75,11.8,0.5,8000430132267,Mozzarella 20 Mini,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,195,80.0,1370.0,328.0,0.0,0.0,0.5,,0.0,74.0,7610800016885,Coop Qualite & Prix Waldhonig,,500.0,g,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,196,89.0,1620.0,382.0,3.0,0.0,0.9,0.22,1.5,62.0,7613269296058,Prima Mocca Gefüllte Bonbons mit Moccageschmack,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,197,48.0,1605.0,383.0,17.0,3.0,8.0,0.43,10.0,23.0,8005190402636,maina PANETTONE Tiramisù Il Golosone,,750.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,198,22.2,627.0,149.0,5.8,,1.8,,,,7610026426536,Frisco Extrême Strawberry,,145.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,199,97.0,990.0,235.0,0.0,,0.0,0.0,0.0,0.0,7610700626047,Ricola Mixed Berry,,50.0,g,,,,,,,,60.0,,,,,,,,,,,96.0,,,,,,,,,,,,,
200,200,4.5,141.0,34.0,0.5,1.5,2.0,2.1,0.5,3.0,7617027853125,Condy Mixed Pickles,,380.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,201,10.0,171.0,40.0,0.5,0.5,0.5,0.0,0.5,9.0,7616800202617,Actilife Breakfast,,1000.0,ml,,,,,,,1.8,12.0,,,,,,,,,,,,,,,,,,,,,,,,
202,202,,,,,,,,,,7613312067338,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,203,34.4,819.0,194.0,1.5,10.8,5.4,1.2,0.3,4.3,4007933957131,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,204,5.0,180.0,43.0,2.0,0.5,1.0,0.05,0.7,1.5,7613269188292,Noblesse Café Au Lait,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,205,,,,,,,,,,5000159418539,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,206,59.2,2140.0,511.0,25.3,,9.7,0.09,10.3,53.8,40111445,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,207,,,,,,,,,,50604197,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,208,5.0,,2.0,15.0,0.5,1.5,1.8,2.0,5.0,7613269268079,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,209,10.0,270.0,63.0,1.2,,3.0,0.15,0.7,10.0,7610900138906,Emmi : Caffè Latte : Cappuccino,Switzerland,230.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,210,,,,,,,,,,7613269176114,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,211,55.0,2288.0,548.0,33.0,,6.8,0.2,19.0,52.0,7610400067362,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,212,11.9,522.0,125.0,6.4,0.0,4.1,0.04,3.7,11.8,7613196010192,Nestlé JOGHURT NACH GRIECHISCHER ART VANILLE,,,g,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.8,8.0,,,,,,,,,
213,213,58.0,1140.0,273.0,0.5,10.0,3.0,0.05,0.0,47.0,7610849249145,Coop naturaplan Feigen getrocknet,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,214,79.9,1655.0,391.0,3.6,3.4,8.0,0.3,0.6,0.9,4104420052109,ALNATURA Reis Waffeln glutenfrei,,100.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,215,38.0,660.0,158.0,,1.0,0.5,,,37.0,7610818074938,coop WeightWatchers ERDBEEREN,,305.0,g,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,216,63.5,2157.0,516.0,27.1,1.5,3.7,0.58,16.8,28.3,0039047010215,Walkers Gluten Free Pure Butter CHOCOLATE CHIP SHORTBREAD,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,217,,,,,,,,,,7610057002150,RAMSEIER Suure Moscht,,1500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,218,,,,,,,,,,5010677850100,Grey Goose Vodka,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,219,3.0,250.0,60.0,4.5,0.5,1.5,0.06,0.5,2.5,7613356374577,Karma Bio Mandeldrink Natur,"Paraguay', 'Argentina', 'Spain', 'Italy",1000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,220,62.0,1072.0,257.0,0.8,2.3,1.0,0.01,0.01,49.0,3492390015677,ST. DALFOUR Rhapsodie de Kastanien,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,221,8.0,104.0,32.0,0.5,0.0,0.0,0.1,0.0,8.0,7616800204154,Bischofszell Ice Tea Zitrone,,1000.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,222,2.5,664.0,161.0,16.0,1.5,1.0,0.88,2.0,1.5,7613269165415,Anna's Best Vegi Saladbowl Provençale,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,223,13.0,377.0,90.0,2.5,0.5,3.5,0.05,0.5,10.0,7610200424747,Migros Bio Soja Line Soyog Birchermüesli,,150.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,224,61.0,1790.0,427.0,13.0,7.0,12.0,,1.5,3.5,7610032065040,ORIGINAL DAR-VIDA extra fin THYM & SEL,,46.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,225,31.0,598.0,141.0,0.5,0.5,3.5,9.5,0.5,25.0,7617027734868,Chop Stick Oyster Sauce,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,226,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,7617500192307,"M Budget Limonade mit Cola-Aroma,  coffeinhaltig",,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,227,51.0,1062.0,250.0,0.7,2.0,9.0,1.0,0.5,2.0,7616700200676,Migros Pita,,500.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,228,1.5,54.0,13.0,0.5,1.5,0.8,0.9,0.5,1.5,7610200047526,M Classic Spargelspitzen,,205.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,229,67.7,1817.0,432.0,12.6,6.3,8.8,0.25,5.2,12.8,4104420018983,ALNATURA : Dinkel Hafer Crunchy,Germany,375.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,230,40.0,1280.0,305.0,12.0,0.0,8.1,1.4,8.1,2.3,4034900036810,Farmland Baguette pre baked with garlic butter,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,231,51.0,2310.0,555.0,35.0,2.0,8.0,0.25,20.0,49.0,76165085,Frey Extra feine Milchscokolade,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,232,98.0,1670.0,392.0,0.1,,0.0,0.2,0.1,95.7,7612100026823,Dawa : Caramelköpfli,Switzerland,208.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,233,2.5,827.0,198.0,12.0,,20.0,1.4,3.1,1.2,3230890016806,Maître CoQ's CoQ'Ailes Mexicain,,250.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,234,78.0,1610.0,382.0,7.0,1.5,1.0,0.0,4.0,68.0,7616500651609,Frey Dunkle Schokolade Mit Zuckerfondant-füllung,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,235,,,,,,,,,,76129124,FELDSCHLÖSSCHEN BRAUFRISCH,,500.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,236,,,,,,,,,,7640109170674,MIGROS De la région VINAIGRE DE POMME A LA RAISINÉE,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,237,0.5,785.0,188.0,10.0,0.0,24.0,0.88,2.0,0.5,7610200027061,M Classic : Makrelenfilets,,90.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,238,20.0,1049.0,252.0,17.0,1.5,4.0,1.2,7.0,2.5,7616700008753,M Classic Champignons-Chüechli,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,239,,,,,,,,,,7610827848827,,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,240,,,,,,,,,,7610029117523,,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,241,,,,,,,,,,22037282,100 % ARABICA EXQUISITO STÄRKEGRAD ,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,242,,,,,,,,,,7610848345763,Saint-Émilion Grand Cru Chateau Cadet-Piola 211,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,243,0.0,3404.0,828.0,92.0,,0.0,0.0,14.0,0.0,8005510000665,Monini ie Mouello Olio Extra Vergine Di Oliva,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,244,14.0,2460.0,637.0,53.0,10.0,21.0,0.1,4.0,4.5,7610200010469,M Classic Mandeln gestiftet,,200.0,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,245,26.0,529.0,124.0,0.0,,0.2,0.05,0.0,26.0,80228509,PONTI ACETAIA VIGNOLA ACETO BALSAMICO DI MODENA SIGILLO LIGNEO,,250.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,246,3.5,1030.0,246.0,2.5,15.0,0.0,0.05,3.5,25.0,76108143,Qualité & Prix HALBRAHM,,250.0,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,247,28.0,740.0,177.0,3.5,1.5,7.0,1.0,1.5,0.5,7610849816958,Betty Bossi Fiori spinaci e ricotta,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
