,Carbohydrates,Energy (kCal),Fat,Protein,barcode,ingredients,name
10748,,,,,7617014148630,"['café torréfié', 'moulu', 'en capsules']",Delizio Lungo Leggero
10749,,,,,2109506005552,"['lait', 'sel de cuisine', 'teneur totale en sel de cuisine', '1']",Coop Formage du terroir Romandie Le Niremont
10750,51.0,482.0,26.0,9.0,7616500150621,"['sucre', 'amandes', 'eau', 'sirop de sucre', 'inverti', 'beurre de cacao', 'lalit entier en poudre', 'päte de cacao', 'émulsifiant', 'lecithine de soja', 'arôme']",Frey Marzipan 
10751,52.0,479.0,25.0,10.0,7610256500013,"['farine de blé', 'mi', 'blanche vd', 'beurre artisanal vd', 'eau', 'concentré de tomates', 'purée de tomates vd', 'tomates', 'oignons', 'ail', 'sucre', 'herbed aromatiques', 'jus de betterave', 'lait écrémé en poudre', 'levure suisse', 'sel de cuisine iodé', ""malt d'orge"", 'basilic', 'poivre']",Migros : Bâtonnets Croustillants Vaudois Tomate-Basilic
10752,55.0,412.0,16.0,8.0,7613269315339,"['maïs', 'huile de tournesol', 'sel de cuisine']",M Classic Popcorn gesalzen
10753,67.0,469.0,20.0,4.5,7610095116000,"['amidon de pommes de terre', 'farine de pommes de terre', 'farine de riz', 'huile de tournesol', 'condiment en poudre', 'sucre', 'chapelure', 'farine de froment', 'sel', 'oignon en poudre', 'exhausteur de goût', 'e 6210', 'acidifiants', 'e 262', 'e 330', 'e 332', 'e 575', 'ail en poudre', 'arômes naturels', 'arôme de crème', 'moutarde', 'sel', 'poudre de paprika', 'poudre de carottes']",Zwiefel Snacketti Dancer Cream
10755,12.0,119.0,6.8,3.0,3760122960466,"['de votre petit de yaourt sont du bon lait entier', 'de la crème', 'une pointe de sucre', 'du citron vert infusé', 'des ferment lactiques', 'lait', 'du jus de citron vert', 'et du citron jaune infusé', 'gourmand et allergique? >> eventuelles traced de fruits à coque', ""d'œufs et de gluten""]",Michel et Augustin les trublions du goût Petit pot de yaourt au citron vert
10757,67.0,363.0,3.0,14.0,7640120092016,"['semoule de blé dur', 'can', 'usa', 'œufs', '13', 'ch']",La Chinoise Cornettes Royales
10758,4.0,179.0,11.0,16.0,7617100200341,"['viande de poulet', 'graisse de poulet', 'eau', 'chapelure', 'farine de blé', 'sel de cuisine iodé', 'levure', ""blanc d'œuf"", ""d'élevage au sol"", 'condiment en poudre', 'glucose', 'sirop de glucose', 'antioxydants', 'extrait de romarin', 'e 301']",Pouletburger 4 x90g Pouletfleisch
10759,44.0,232.0,1.0,10.0,7616700168891,"['farine de blé', 'eau', 'farine de seigle', 'levure', 'protéine de blé', 'sel de cuisine iodé', ""farine de malt d'orge"", ""jus d'acerola concentré"", 'agent de traitement de la farine', 'acide ascorbique']",MIGROS TERRASUISSE ALPENBROT
10760,12.0,148.0,10.0,2.5,7613356140332,"['eau', 'fécule de pomme de terre', 'pomme de terre', 'lait écrémé en poudre', 'curcuma', 'lait', 'beurre', 'crème', 'lait écrémé en poudre', 'sel de cuisine iodé', 'épices']",Betty Bossi Kartoffelstock
10761,13.0,93.0,2.0,4.5,7610800021797,"['lentilles', 'eau', 'huile de colza', 'amidon', 'pomme de terre', 'maïs cireux', 'purée de tomates', 'sel de cuisine iodé', 'vinaigre de table', 'sel de cuisine', 'épaississant', 'e415', 'épices', 'farine de riz', 'arôme', 'sucre', ""extraits d'épices"", 'concentré de jus de citron']",Coop Linsen an Sauce
10763,52.0,562.0,36.0,6.1,7610400067690,"['sucre', 'beurre de cacao', 'pâte de cacao lait entier en poudre', 'matière grasse végétale', 'palmiste', 'noix de coco', 'palme', 'lactose', 'noisettes', 'lait écrémé en poudre', 'amandes', 'émulsifiant', 'lécithine de soja', 'sirop de glucose', 'extrait de malt d’orge', 'beurre laitier concentré', 'arômes', 'vanille']",
10764,5.0,72.0,3.6,5.0,22140609,"['yogourt sans lactose', 'lait', 'protéines du lait']",
10765,15.0,196.0,8.0,16.0,7613312015742,"['viande de poulet', 'eau', 'farine de blé', 'fécule de pomme de terre', 'huile de tournesol', 'farine de mais', 'sel de cuisine iodé', 'sucre', 'glucose', 'mélange de condiments', 'stabilisants', 'e 450', 'e 451', ""correcteur d'acidité"", 'e 500', 'antioxydant', 'e 331', 'arôme']",Poulet Stripes
10766,4.9,230.0,22.9,0.8,7610100055607,"['eau', 'huile de tournesol', 'beurre fondu', 'amidon modifié', ""jaune d'œuf"", 'sel de cuisine iodé', 'extrait de carotte', 'maltodextrine', 'vinaigre de table', 'sucre', 'exhausteurs de goût', 'glutamate de sodium', 'jus de citron concentré', 'arômes', 'épaississant', 'gomme xanthane', 'oignons déshydratée', 'poivre blanc']",Thomy Hollandaise
10767,6.0,87.0,6.0,2.0,7613269235569,"['farine de blé', 'amidon de maïs modifié', 'légumes déshydratée', 'oignons ail', 'céleri', 'maltodextrine', 'extrait de levure', 'sel de cuisine iodé', 'sirop de glucose déshydratée', 'extrait de viande de bœuf', 'truffe de chine déshydratée 2', 'huile de colza', 'sucre', 'extrait de vin blanc', 'arômes', 'épaississant', 'farine de graines de guar']",
10768,1.0,98.0,1.5,20.0,7613269181071,"['viande de poitrine de poulet', 'eau', 'sel de cuisine iodé', 'antioxydant', 'e331', 'maltodextrine', 'glucose', 'épices', 'condiment en poudre']","Pouletbrust Geschnetzeltes, mariniert"
10769,0.0,93.0,1.0,21.0,7610846320755,"['viande de dinde', 'provenance', 'voir date', 'glace', 'sel nitrité', 'sel de cuisine', 'conservateur', 'e 250', 'maltodextrine', 'sirop de glucose', 'stabilisants', 'e 450', 'e 451', 'épices', 'antioxydant', 'e 301', ""extrait d'épices""]",Coop Trutenbrust
10770,66.0,488.0,20.0,10.0,7613312053478,"['semoule de blé dur', ""huile d'olive extra vierge"", 'vin blanc', 'avec conservateur', 'anhydride sulfureux', 'sel de cuisine 2', 'peut contenir', 'graines de sésame']",MIGROS SÉLECTION TAALLINI TRADIZIONALI
10771,72.0,359.0,1.5,13.0,8001200024119,"['semoule de blé dur', ""peut contenir des traces d'œufs""]",Agnesi Penne Rigate N.19 Durum wheat semolina pasta
10778,55.0,462.0,19.0,14.0,7610848689829,"['farines de céréales', 'froment', 'mi', 'blance', 'complète', 'seigle', 'avoine', 'épeautre', ""malt d'orge"", 'céréales égrugées', 'orge', 'épeautre', 'graines de sésame', 'huile de tournesol', 'extrait de malt d’orge', 'lait écrémé en poudre', 'levure', 'sel de cuisine', 'germes de blé', 'poudre à lever', 'e 500', 'arôme de sésame naturel']",Coop Qualité & Prix Cracker 
10779,0.0,380.0,27.0,35.0,7610846078472,"['lait biologique', 'sel de cuisine']",coop naturaplan bio Parmigiano Reggiano gerieben
10780,28.0,213.0,6.0,11.0,7613312053607,"['farine de blé', 'eau', 'mozzarella', 'concentré de tomate', 'levure', 'protéine de blé', 'sel de cuisine iodé', 'amidon de maïs', 'huile de colza', 'sucre', 'oignon en poudre', 'condiments en poudre', 'avec riz', ""extrait d'épices"", 'ail en poudre', 'jus de citron concentré', ""farine de malt d'orge"", 'agent de traitement de la farine', 'acide ascorbique']",M Classic Margherita Pizza mit Mozzarella und Tomaten
10782,1.5,17.0,0.0,1.5,7610849856589,"['champignons de paris', 'bolets jaunes', 'chili', 'bolets bai', 'lactaires délicieux', 'bolets', 'chanterelles']",coop Qualité & Prix Jäger Pilzmischung
10783,0.0,77.0,0.0,19.0,7610807158458,"['queues de crevettes <black tiger> bio', 'penaeus monodon', 'crustacé elevé au vietnam', 'décortiquées', 'sauf extrémités']",coop naturaplan Black Tiger Crevetten Tail-on
10785,61.0,393.0,14.0,5.0,7616700004670,"['préparation aux abricots', 'sucre', ""purée d'abricots"", 'sirop de', 'glucose', 'glucose', 'gélifiant', 'pectines', 'acidifiants', 'acide citrique et e 333', 'arômes naturels', 'farine de blé', 'margarine végétale', 'huile de palme', 'huile de colza', 'eau', 'émulsifiant', 'e 471', 'sucre', 'beurre', 'oeuf entier en poudre', ""d'élevage au sol"", 'oeuf entier', ""d'élevage"", 'au sol', 'poudre à lever', 'e 503', 'sel de', 'cuisine iodé', ""farine de malt d'orge""]",Migros Aprikosentorte
10786,0.6,4.0,0.1,0.2,3033710036899,"['sel de cuisine', 'maltodextrine', 'exhausteur de goût', 'plutanate de sodium', 'guanylate disodique', 'inosinate disodique', 'graisse et viande de poule 5', 'arômes', 'sucre', 'oignons', 'fibres de carotte 1', 'huile de palme', 'curcuma', 'colorant', 'caramel ammoniacal', 'persil', 'antioxydant', 'extrait de romarin']",Maggi Bouillon Huhn
10787,,,,,7610418200140,"[""baies d'aronia"", 'mélisse dorée', 'menthe pomme', 'ortie', 'hibiscus', 'baies de génévrier', 'bleuets rouges', 'clous de girofles', 'cannelle']",Swiss Bio Alpine Herbs Tea
10788,41.0,407.0,24.0,6.0,7610807057447,"['farine blanche', 'froment', 'graisses et huiles végétales', 'palme', 'colza', 'eau', 'sel de cuisine iodé', 'amidon de froment', 'acidifiant', 'e 330', 'conservateur']",
10791,21.0,292.0,18.0,11.0,7616700013061,"['farine de blé', 'jambon', 'viande de porc', 'eau', 'sel nitrité pour saumure', 'sel de cuisine', 'conservateur', 'e 250', 'stabilisants', 'e 450', 'e 451', 'glucose', 'sucre', 'antioxydants', 'e 301 et extraits de romarin', 'arômes naturels', 'préparation à base de fromage fondu', 'fromage', 'eau', 'protéines du lait', 'contient lactose', 'amidon de petits pois', 'sel de cuisine', 'margarine végétale', 'huile de palme', 'huile de colza', 'eau', 'émulsifiants', 'e 471', 'e 475', 'acidifiant', 'acide citrique', 'eau', 'oignons', 'œuf entier', ""d'élevage au sol"", 'huile de tournesol', 'fromage', 'amidon de pommes de terre modifié', 'sel de cuisine iodé', 'protéine de blé', 'épices', ""farine de malt d'orge""]",M Classic Schinken-Strudel
10792,,,,,7613269301851,"['de sucre', 'sachet de sucre vanillé', ""d'eau"", ""d'infusion fantastic orange"", 'de jus de citron']",TEA-TIME Fantastic Orange
10793,1.7,74.0,6.7,,3760132081335,"['légumes 50', 'tomate 33', 'poivron rouge', 'concombre', 'oignon', 'ail', 'eau de source', ""huile d'olive vierge extra"", 'vinaigre de xéres', 'chapelure', 'farine de blé', 'eau', 'levure', 'sel', 'sel']",
10794,79.0,367.0,0.8,10.0,7610058213036,"['farine de blé', 'amidon de maïs', 'sel', 'extrait de malt d’orge', 'levure']",Coop Roland Sticks 
10795,,,,,7613269452188,"['pommes de terre', 'eau', 'huile de colza', 'vinaigre de vin', 'oignons', 'moutarde', 'condiment en poudre', 'avec condiment issu du soja', 'sel de cuisine', 'ail', 'amidon modifié de maïs', 'antioxydant', 'ascorbate de sodium et disulfite sodium', 'fines herbes', 'épices', ""extrait d'épices""]",Migros Saveurs & Terroir Salade de pommes de terre
10796,0.5,96.0,1.5,20.0,7610846331638,"['viande de dinde', 'glace', 'sel', 'nitrité', 'sel de cuisine', 'conservateur', 'e 250', 'maltodextrine', 'sirop de glucose', 'stabilisants', 'e 450', 'e 451', 'antioxydant', 'e 301', ""extraits d'épices""]",Coop Qualité & Prix Trutenbrust  
10797,15.0,196.0,9.0,13.0,7613331464361,"[""filets de lieu de l'alaska"", 'poisson pêché dans le pacifique nord', 'farine de forment', 'huiles végétales', 'colza', 'tournesol', 'eau', 'fécule de pomme de terre', 'sel de cuisine', 'levure', 'épices']",Coop Qualité & Prix Fish Sticks aus Alaska-Seelachsfilets
10798,0.5,820.0,11.0,24.0,7613269363224,"['thon à nageoires jaunes', 'thunnus albacares', ""huile d'olive"", 'eau', 'sel de cuisine']",Mimare Thon Yellowfin
10799,,,,,7613331138552,"['pulpe de tomates', 'oignons', 'poivrons', 'hongrie', 'purée de tomates', 'vinaigre de vin blanc', 'sel marin', 'sucre de canne brut', 'coirandre', 'paprika', 'cumin', 'chili', 'poivre blanc']",
10800,27.0,316.0,21.0,4.0,7617400042382,"['lait entier', 'sucre', 'crème', 'beurre de cacao', 'pâte de cacao', 'lait écrémé en poudre', 'cacao maigre', 'sirop de glucose', 'fructose', 'beurre concentré', 'émulsifiants', 'e 471', 'e 476 et lécithines de soja', 'stabilisants', 'farine de graines de caroube et farine de graines de guar', 'arômes naturels', 'peut contenir des fruits à coque']",
10801,57.0,307.0,2.5,14.0,7610200104267,['farine de froment complet'],Terrasuisse Vollkornmehl
10812,11.0,77.0,3.0,1.0,7613331644008,"['eau', 'farine de riz', 'pâte de noisette', 'huile de tournesol', 'sel marin', ""tous les ingrédients agricoles sont issus de l'agriculture biologique""]",Coop naturaplan Reisgetränk Haselnuss
10813,,,,,7629032004607,"['huile de tournesol', 'jaune œufs', 'pasteurisé', 'moutarde', 'vinaigre de vin', 'condiments', 'épices', 'oignons', 'cornichons', 'câpres', 'estragon', 'fines herbes', 'concentrées', 'e 300 acidifiant antioxydant']",
10814,0.5,105.0,2.0,21.0,7610849473670,"['viande de porc', 'sel nitrité', 'sel de cuisine', 'conservateur', 'e 250', 'maltodextrine', 'sirop de glucose', 'stabilisants', 'e 451', 'e 450', 'antioxydant', 'e 301', ""extraits d'épices""]",
10815,54.2,554.0,34.1,6.8,7613031085149,"['lait entier condensé sucré', 'sucre', 'beurre de cacao', 'cacao', 'beurre fondu', 'émulsifiant', 'lécithine de tournesol', 'extrait de vanille', 'peut contenir des fruits à coque', 'œufs et gluten', 'cacao', 'minimum']",Cailler of Switzerland Air
10816,,,,,2100070008659,"['viande de porc', 'sel de cuisine', 'lactose', 'épices', 'exhausteur de goût', 'e 621', 'conservateur', 'e 252', 'dextrose', 'antioxydant', 'e 301', ""extrait d'épices""]",Coop Pro Montagna - Berg Roheschinken
10817,19.0,84.0,0.5,0.5,7617027762304,"['poires', 'vin rouge', 'avec conservateur', 'anhydride sulfureux', 'eau', 'sucre', 'acidifiant', 'acide citrique', 'jus de betteraves colorant en poudre', 'cannelle', 'clous de girofle']",
10818,3.6,150.0,9.4,13.7,7610026017055,"[""filet de colin d'alaska"", 'theragra chalcogramma', 'pêche sauvage', 'océan pacifique nord', 'est', 'eau', 'huiles végétales', 'colza', 'palme', 'tournesol', 'farine de blé', 'oignons', 'sel de cuisine', 'bouillon', 'jus de citron', 'persil', 'acidifiant', 'acide citrique', 'levure', 'sucre de raisin', ""extrait d'épice""]",Findus Provençale Alaska-Seelachs Filet mit Petersiliesauce
10819,43.0,569.0,40.0,8.0,7610829709430,"['farine blanche', 'froment', 'graisses et huiles végétales', 'palme', 'colza', 'eau', 'sel de cuisine', 'œuf entier en poudre', ""œufs d'élevage au sol""]",Coop Qualité & Prix Mini Pastetli
10820,5.0,78.0,3.2,6.9,3329770051201,"['lait écrémé et crème pasteurisé concentré des minéraux du lait et protéines de lait ferments lactiques', 'vitamine d']",Yoplait Calin + Fromage blanc
10821,8.5,40.0,0.0,0.5,7618500948352,"['jus de carottes', 'd/ch', 'purée de pomme', 'ch/eu', 'purée de mangue', 'in', 'jus de pomme', 'jus de citron', 'jus de citron concentre', ""purée d'acérole"", ""de l'agriculture biologique"", 'pasteurisé']",Biotta VEGGIE
10822,30.0,293.0,17.0,4.5,7617400046618,"['lait écrémé', 'sucre', 'beurre de cacao', 'sirop de glucose et fructose', 'lait écrémé en poudre', 'graisses de coco', 'pâte de cacao', 'beurre concentré', 'protéines du lait', 'émulsifiant', 'e 471', 'lécithine de soja et e 476', 'stabilisants', 'farine de graines de caroube et farine de graines de guar', 'arômes', 'extrait de vanille', 'colorant', 'e 101']",
10823,,,,,7611133002217,"['carottes', 'ail', 'basilic', 'sauge', 'poireaux', 'marjolaine', 'menthe', 'romarin', 'livèche', 'bleuets', 'soucis', 'poivre en grains']",Reto & Oskar WÜRZBEUTEL PASTA UND REIS
10824,25.0,164.0,6.0,2.5,7613312049204,"['eau', 'glucose', 'sucre', 'sirop de glucose', 'graisse de coco', 'graines de soja', 'arômes', 'émulsifiant', 'e471 et e473', 'stabilisants', 'e401', 'farine de graines de caroube et gomme guar', 'sel marin']",Eis mit Vanillegeschmack
10825,68.0,306.0,1.0,3.0,7610845592214,"['raisins sultanines', 'huile de coton']",Coop Quality & price Grape sultanine
10827,51.0,546.0,36.0,3.5,7617027919265,"['sucre de canne', 'beurre de cacao', 'sirop de glucose', 'cacao en pâte', 'beurre', 'sucre de canne brut', 'lait entier en poudre', 'eau', 'lait écrémé en poudre', 'vanille', 'extrait de vanille']",Migros Bio Truffes assortiert
10828,,,,,7611328000011,"['lait', 'sel de cuisine', 'présure', 'ferments lactiques']",Tomme Artisanale De La Venoge
10829,23.0,146.0,4.0,3.0,7610809121979,"['pommes de terre', 'huile de colza']",coop Qualité & Prix Pommes Rissolées
10832,17.0,113.0,3.4,3.5,7610089120259,"['sucre', 'cacao maigre en poudre', 'amidon de maïs', 'gélifiant', 'carraghénane', 'stabilisateur', 'phosphate disodique', 'arôme']",Dr. Oetker Pudding zum Kochen
10833,0.5,724.0,80.0,0.5,7610434011416,"['beurre', 'sel', '1']",du Chef Beurre au gros sel des Alpes
10834,,,,,7610818924615,"['tomates séchées', ""huile d'olive"", ""huile d'olive extra vierge"", 'câpres', 'vinaigre de vin blanc', 'sel de cuisine', 'ail', 'épices', 'acidifiant', 'e330', 'antioxydant', 'e300']",Coop Fine Food Crema di pomodori per crostini
10835,81.3,389.0,3.5,5.0,7612100016121,"['sucre', 'cacao fortement de graissé', 'avec émulsifiant lécithine de soja', 'sucre de raisin', 'chocolat', 'sucre', 'cacao en pâte', 'cacao fortement de2graissé', 'arôme vanilline', 'phosphate de calcium', 'arome vanilline', 'sel de cuisine', 'vitamines', 'b1', 'b2', 'niacine b6', 'acide folique', 'b12', 'acide pantothénique']",Caotina Original
10836,16.0,143.0,7.6,2.5,22140135,"['yogourt à la crème', 'lait écrémé', 'crème 21', 'protéines du lait', 'préparation de vanille', 'eau', 'sucre', 'amidon modifié de maïs cireux', 'lait écrémé en poudre', 'extrait de vanille', 'arôme', 'épaississant e 407', 'graines de vanille', 'épuisée', 'extrait végétal colorant', 'sucre 5', 'arôme vanille']",Elsa Excellence Vanille
10837,9.0,36.0,0.0,0.0,5060108450508,"['eau de source gazéifée', 'sucre de canne', 'acide', 'acide citrique', 'arômes naturels', 'quinine naturelle']",Fever-Tree Premium Natural Mixers Mediterranean Tonic Water
10838,0.0,0.0,0.0,0.0,7640115251145,"['eau', 'gaz carbonique', 'acidifiant', 'e 330', 'arôme', ""correcteur d'acidité"", 'e 331', 'édulcorants', 'e 950', 'e 951', 'contient une source de phénylalanine']",Coop Prix Garantie Citron light
10839,62.0,529.0,29.0,3.5,7610818918591,"['sucre', 'huiles végétales', 'palme', 'colza', 'noisettes', 'cacao maigre en poudre', 'lactose', 'petit', 'lait en poudre', 'lait écrémé en poudre', 'émulsifiant', 'e 322', 'arôme']",Coop Haselnuss-Brotaufstrich
10840,53.2,299.0,5.2,9.1,8727200502005,"['farine de blé', 'eau', 'stabilisant', 'glycérol', 'huile de tournesol', 'émulsifiant', 'mono', ""et diglycérides d'acides gras"", 'dextrose', 'poudre à lever', 'carbonate acide de sodium', 'diphosphate disodique', 'sel de cuisine']",Old El Paso 8 Soft Tortillas
10841,4.5,26.0,0.5,1.0,7613269297154,"['légumes déshydratée', 'potiron', 'poireau', 'tomates', 'carottes', 'oignons', 'épinards', 'farine de blé', 'farine de riz', 'sel marin', 'maltodextrine', 'extrait de levure', ""huile d'olive"", 'sel de cuisine iodé', 'épices', 'persil déshydratée', 'arôme naturel']",Bon Chef Gemüse
